ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,Chocolate Chocolate Chip,,,330,,,,25,,,,3,,,2,,,,,,,0,,,0,,,,,,,,55,,,81,,,,,,,,0,,,,76,,,,76,,,,,,1,,,,,0,,,,0,,,,,16,,,2,,,,,1,,8,,,,,110,,,3,
,Chocolate Peanut Butter,,,370,,,,60,,,,6,,,1,,,,,,,0,,,0,,,,,,,,100,,,79,,,,,,,,0,,,,74,,,,74,,,,,,3,,,,,0,,,,0,,,,,20,,,2,,,,,1,,6,,,,,130,,,4,
,Cotton Candy,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,30,,,66,,,,,,,,0,,,,63,,,,25,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,0,,,0,
,Dr Pepper,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,30,,,72,,,,,,,,0,,,,70,,,,27,,,,,,0,,,,,0,,,,0,,,,,6,,,0,,,,,0,,0,,,,,0,,,0,
,Florida Orange,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,65,,,,,,,,0,,,,58,,,,30,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,5,,,0,
,Georgia Peach,,,180,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,46,,,,,,,,0,,,,45,,,,44,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,0,,,0,
,Green Apple,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,66,,,,,,,,0,,,,64,,,,61,,,,,,0,,,,,0,,,,0,,,,,11,,,0,,,,,0,,0,,,,,42,,,0,
,Guava Passionfruit,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,63,,,,,,,,0,,,,30,,,,59,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,44,,,0,
,Gummy Bear,,,310,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,77,,,,,,,,0,,,,71,,,,71,,,,,,1,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,14,,,0,
,Island Fusion,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,69,,,,,,,,0,,,,67,,,,65,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,35,,,1,
,Juicy Pear,,,230,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,59,,,,,,,,0,,,,57,,,,56,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,0,,,0,
,Kandi Kapow!,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,66,,,,,,,,0,,,,65,,,,48,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,1,,,0,
,Key Lime,,,230,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,60,,,58,,,,,,,,0,,,,55,,,,55,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,0,,,0,
,Lemon,,,200,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,30,,,52,,,,,,,,0,,,,49,,,,49,,,,,,0,,,,,0,,,,0,,,,,10,,,2,,,,,0,,0,,,,,10,,,0,
,Mango,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,66,,,,,,,,0,,,,63,,,,62,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,20,,,1,
,Mango- Orange,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,65,,,,,,,,0,,,,60,,,,47,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,10,,,0,
,Mango-Peach,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,65,,,,,,,,0,,,,60,,,,47,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,10,,,0,
,Mango- Pineapple,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,66,,,,,,,,0,,,,63,,,,63,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,2,,,,,15,,,0,
,Mango- Strawberry,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,67,,,,,,,,0,,,,65,,,,64,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,10,,,0,
,Margarita,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,75,,,64,,,,,,,,0,,,,61,,,,41,,,,,,0,,,,,0,,,,0,,,,,12,,,2,,,,,0,,0,,,,,10,,,0,
,Ocean Splash™,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,105,,,63,,,,,,,,0,,,,57,,,,57,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,1,,6,,,,,16,,,0,
,Peach Ring,,,220,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,57,,,,,,,,0,,,,55,,,,55,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,1,,,0,
,Peanut Butter and Jelly,,,370,,,,80,,,,8,,,2,,,,,,,0,,,0,,,,,,,,140,,,71,,,,,,,,0,,,,68,,,,65,,,,,,2,,,,,0,,,,0,,,,,8,,,0,,,,,1,,4,,,,,0,,,0,
,Pina Colada,,,260,,,,5,,,,1,,,0,,,,,,,0,,,0,,,,,,,,40,,,65,,,,,,,,0,,,,62,,,,62,,,,,,0,,,,,0,,,,0,,,,,10,,,2,,,,,0,,0,,,,,0,,,0,
,Pineapple,,,230,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,59,,,,,,,,0,,,,57,,,,56,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,2,,,,,15,,,0,
,Raspberry,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,64,,,,,,,,0,,,,60,,,,60,,,,,,0,,,,,0,,,,0,,,,,10,,,2,,,,,0,,0,,,,,25,,,1,
,Raspberry Lemonade,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,50,,,67,,,,,,,,0,,,,63,,,,55,,,,,,0,,,,,0,,,,0,,,,,11,,,0,,,,,0,,0,,,,,36,,,0,
,Root Beer,,,240,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,62,,,,,,,,0,,,,60,,,,60,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,20,,,1,
,Sour Patch Kids Red,,,240,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,65,,,,,,,,0,,,,64,,,,64,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,0,,,0,
,Strawberry,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,68,,,,,,,,0,,,,66,,,,66,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,0,,,0,
,Strawberry Colada,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,62,,,,,,,,0,,,,60,,,,59,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,0,,,0,
,Strawberry Lemonade,,,170,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,55,,,43,,,,,,,,0,,,,41,,,,26,,,,,,0,,,,,0,,,,0,,,,,10,,,2,,,,,0,,0,,,,,0,,,0,
,Strawberry Margarita,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,50,,,67,,,,,,,,0,,,,64,,,,61,,,,,,0,,,,,0,,,,0,,,,,11,,,2,,,,,0,,0,,,,,20,,,1,
,Strawberry- Watermelon,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,63,,,,,,,,0,,,,61,,,,60,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,15,,,0,
,Swedish Fish,,,290,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,65,,,75,,,,,,,,0,,,,73,,,,73,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,0,,,0,
,Tropical Daiquiri,,,290,,,,5,,,,1,,,1,,,,,,,0,,,0,,,,,,,,40,,,71,,,,,,,,0,,,,69,,,,66,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,5,,,0,
,Tropical ParadICE,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,64,,,,,,,,0,,,,48,,,,61,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,24,,,0,
,Vanilla,,,240,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,60,,,,,,,,0,,,,58,,,,58,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,20,,,1,
,Watermelon,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,69,,,,,,,,0,,,,67,,,,33,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,0,,,,,0,,,0,
,Wild Berry,,,270,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,40,,,68,,,,,,,,0,,,,65,,,,65,,,,,,0,,,,,0,,,,0,,,,,10,,,0,,,,,0,,0,,,,,10,,,0,
,Wild Black Cherry,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,25,,,61,,,,,,,,0,,,,56,,,,55,,,,,,0,,,,,0,,,,0,,,,,10,,,0,,,,,0,,0,,,,,20,,,1,
,Zombie's Blood,,,190,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,50,,,,,,,,0,,,,47,,,,47,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,11,,,0,
,Unicorn,,,250,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,115,,,64,,,,,,,,0,,,,59,,,,59,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,1,,6,,,,,22,,,0,
Cream Ice,Birthday Cake,,,310,,,,35,,,,4,,,3,,,,,,,0,,,0,,,,,,,,160,,,70,,,,,,,,0,,,,63,,,,54,,,,,,1,,,,,0,,,,0,,,,,35,,,4,,,,,0,,2,,,,,5,,,0,
,Banana Split Cream,,,320,,,,40,,,,5,,,4,,,,,,,0,,,0,,,,,,,,45,,,70,,,,,,,,0,,,,66,,,,28,,,,,,1,,,,,0,,,,0,,,,,13,,,2,,,,,1,,2,,,,,30,,,1,
,Black Cherry Cheesecake,,,310,,,,30,,,,4,,,3,,,,,,,0,,,0,,,,,,,,70,,,70,,,,,,,,0,,,,62,,,,26,,,,,,1,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,5,,,0,
,Brookie Dough,,,350,,,,50,,,,6,,,5,,,,,,,0,,,0,,,,,,,,115,,,75,,,,,,,,0,,,,66,,,,63,,,,,,1,,,,,0,,,,0,,,,,18,,,2,,,,,0,,0,,,,,50,,,2,
,Cheesecake,,,300,,,,30,,,,4,,,3,,,,,,,0,,,0,,,,,,,,70,,,67,,,,,,,,0,,,,64,,,,27,,,,,,1,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,5,,,0,
,Chocolate Chip Cheesecake,,,330,,,,50,,,,6,,,4,,,,,,,0,,,0,,,,,,,,65,,,70,,,,,,,,0,,,,66,,,,31,,,,,,1,,,,,0,,,,0,,,,,11,,,2,,,,,1,,4,,,,,45,,,1,
,Chocolate Covered Banana,,,330,,,,45,,,,5,,,4,,,,,,,0,,,0,,,,,,,,80,,,72,,,,,,,,0,,,,67,,,,31,,,,,,1,,,,,0,,,,0,,,,,14,,,2,,,,,1,,6,,,,,68,,,2,
,Chocolate Covered Strawberry,,,330,,,,50,,,,6,,,5,,,,,,,0,,,0,,,,,,,,85,,,71,,,,,,,,0,,,,66,,,,65,,,,,,1,,,,,0,,,,0,,,,,17,,,2,,,,,1,,6,,,,,75,,,2,
,Coconut Cream,,,290,,,,35,,,,4,,,4,,,,,,,0,,,0,,,,,,,,70,,,65,,,,,,,,0,,,,61,,,,58,,,,,,0,,,,,0,,,,0,,,,,10,,,0,,,,,0,,0,,,,,10,,,0,
,Cookie Dough,,,330,,,,50,,,,6,,,5,,,,,,,0,,,0,,,,,,,,105,,,70,,,,,,,,0,,,,61,,,,61,,,,,,1,,,,,0,,,,0,,,,,11,,,2,,,,,0,,2,,,,,45,,,1,
,Cookies & Cream,,,360,,,,30,,,,4,,,3,,,,,,,0,,,0,,,,,,,,90,,,82,,,,,,,,0,,,,77,,,,75,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,1,,4,,,,,20,,,1,
,Frozen Hot Cocoa,,,320,,,,25,,,,3,,,2.5,,,,,,,0,,,0,,,,,,,,75,,,74,,,,,,,,1,,,,69,,,,69,,,,,,1,,,,,0,,,,0,,,,,13,,,2,,,,,1,,6,,,,,67,,,2,
,Fudge Brownie,,,390,,,,60,,,,7,,,5,,,,,,,0,,,0,,,,,,,,180,,,87,,,,,,,,0,,,,75,,,,34,,,,,,2,,,,,0,,,,0,,,,,18,,,2,,,,,3,,20,,,,,55,,,2,
,Marshmallow Peanut Butter,,,390,,,,80,,,,9,,,4,,,,,,,0,,,0,,,,,,,,110,,,76,,,,,,,,0,,,,72,,,,72,,,,,,2,,,,,0,,,,0,,,,,16,,,2,,,,,1,,4,,,,,75,,,2,
,Mint Chocolate Chip,,,310,,,,45,,,,5,,,4,,,,,,,0,,,0,,,,,,,,60,,,69,,,,,,,,0,,,,64,,,,64,,,,,,1,,,,,0,,,,0,,,,,11,,,2,,,,,1,,4,,,,,55,,,2,
,Mint Oreo,,,300,,,,35,,,,4,,,3,,,,,,,0,,,0,,,,,,,,85,,,69,,,,,,,,0,,,,64,,,,43,,,,,,0,,,,,0,,,,0,,,,,7,,,0,,,,,0,,2,,,,,5,,,0,
,Orange Cream,,,280,,,,25,,,,3,,,2.5,,,,,,,0,,,0,,,,,,,,60,,,64,,,,,,,,0,,,,58,,,,40,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,30,,,0,
,Pumpkin Cheesecake,,,260,,,,25,,,,3,,,3,,,,,,,0,,,0,,,,,,,,40,,,60,,,,,,,,0,,,,56,,,,25,,,,,,1,,,,,0,,,,0,,,,,11,,,2,,,,,0,,0,,,,,10,,,0,
,Pumpkin Pie,,,240,,,,25,,,,3,,,3,,,,,,,0,,,0,,,,,,,,65,,,55,,,,,,,,0,,,,50,,,,49,,,,,,1,,,,,0,,,,0,,,,,14,,,2,,,,,0,,2,,,,,30,,,1,
,Root Beer Float,,,260,,,,10,,,,2,,,1,,,,,,,0,,,0,,,,,,,,50,,,64,,,,,,,,0,,,,61,,,,46,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,15,,,0,
,S'mores,,,350,,,,40,,,,4,,,4,,,,,,,0,,,0,,,,,,,,65,,,78,,,,,,,,0,,,,75,,,,74,,,,,,1,,,,,0,,,,0,,,,,11,,,2,,,,,1,,4,,,,,45,,,1,
,Shamrock,,,300,,,,25,,,,3,,,2.5,,,,,,,0,,,0,,,,,,,,65,,,70,,,,,,,,0,,,,67,,,,67,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,19,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,,Fat,,,Saturated Fat,,,,,,,Trans Fat,,,Cholesterol,,,,,,,,Sodium,,,Total Carbohydrates,,,,,,,,Dietary Fiber,,,,Total Sugar,,,,Added Sugar,,,,,,Protein,,,,,Vitamin D,,,,Vitamin D (% DV),,,,,Calcium,,,Calcium (%DV),,,,,Iron,,Iron (%DV),,,,,Potassium,,,Potassium (%DV),
,Strawberry Banana,,,310,,,,30,,,,3,,,3,,,,,,,0,,,0,,,,,,,,65,,,72,,,,,,,,0,,,,68,,,,66,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,35,,,1,
,Strawberry Cheesecake,,,310,,,,30,,,,4,,,3,,,,,,,0,,,0,,,,,,,,70,,,70,,,,,,,,0,,,,67,,,,29,,,,,,1,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,20,,,1,
,Strawberries n' Cream,,,310,,,,25,,,,3,,,2.5,,,,,,,0,,,0,,,,,,,,60,,,72,,,,,,,,0,,,,68,,,,36,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,14,,,0,
,Vanilla Cream,,,270,,,,25,,,,3,,,3,,,,,,,0,,,0,,,,,,,,65,,,62,,,,,,,,0,,,,58,,,,58,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,25,,,1,
,Watermelon Chip,,,330,,,,50,,,,6,,,5,,,,,,,0,,,0,,,,,,,,90,,,70,,,,,,,,0,,,,64,,,,51,,,,,,1,,,,,0,,,,0,,,,,12,,,2,,,,,1,,4,,,,,45,,,1,
"Smart
Snack Ice",MaliBLU Freeze,,,260,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,45,,,67,,,,,,,,0,,,,63,,,,12,,,,,,0,,,,,0,,,,0,,,,,10,,,0,,,,,0,,0,,,,,51,,,2,
,Razzle Red,,,360,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,20,,,91,,,,,,,,0,,,,87,,,,32,,,,,,0,,,,,0,,,,0,,,,,6,,,0,,,,,0,,0,,,,,1,,,0,
,Very Bery,,,300,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,20,,,74,,,,,,,,0,,,,72,,,,41,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,3,,,0,
Sugar Free Ice,S/F Cherry,,,120,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,25,,,42,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,,12,,,2,,,,,0,,0,,,,,15,,,0,
,S/F Dragon Fruit,,,160,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,30,,,55,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,,13,,,2,,,,,0,,0,,,,,30,,,1,
,S/F Mango Peach,,,160,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,25,,,41,,,,,,,,0,,,,1,,,,0,,,,,,0,,,,,0,,,,0,,,,,9,,,0,,,,,0,,0,,,,,0,,,0,
,S/F Pink Lemonade,,,120,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,42,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,28,,,1,
,S/F Tangerine,,,120,,,,0,,,,0,,,0,,,,,,,0,,,0,,,,,,,,35,,,42,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,,8,,,0,,,,,0,,0,,,,,25,,,1,
,"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARGE PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,Fat,,,Saturated Fat,,,,,Trans Fat,,,,,Cholesterol,,,,,Sodium,,,,Total Carbohydrates,,,,,Dietary Fiber,,,,Total Sugar,,,Added Sugar,,,Protein,,,,,Vitamin D,,,,,,Vitamin D (% DV),,,,,Calcium,,,Calcium (%DV),,,Iron,,,,Iron (%DV),Potassiu m,,,,,Potassiu m (%DV),,,,,,,,,,,
Italian,Apple Berry Blue,,,400,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,101,,,,,0,,,,98,,,46,,,0,,,,,0,,,,,,0,,,,,17,,,2,,,0,,,,0,36,,,,,0,,,,,,,,,,,
,Banana,,,460,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,60,,,,117,,,,,0,,,,113,,,55,,,0,,,,,0,,,,,,0,,,,,12,,,0,,,0,,,,0,36,,,,,0,,,,,,,,,,,
,Blue Raspberry,,,440,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,60,,,,112,,,,,0,,,,109,,,54,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,0,,,,0,1,,,,,0,,,,,,,,,,,
,Blueberry,,,630,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,70,,,,160,,,,,0,,,,155,,,154,,,0,,,,,3,,,,,,15,,,,,14,,,2,,,0,,,,0,3,,,,,0,,,,,,,,,,,
,Blueberry Lemonade,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,84,,,,,0,,,,77,,,74,,,0,,,,,0,,,,,,0,,,,,20,,,2,,,0,,,,0,55,,,,,2,,,,,,,,,,,
,Carnival,,,420,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,105,,,,,0,,,,101,,,42,,,0,,,,,0,,,,,,0,,,,,12,,,0,,,0,,,,0,1,,,,,0,,,,,,,,,,,
,Cherry,,,350,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,60,,,,89,,,,,0,,,,84,,,81,,,0,,,,,0,,,,,,0,,,,,21,,,2,,,0,,,,0,2,,,,,0,,,,,,,,,,,
,Cherry Lemonade,,,380,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,98,,,,,0,,,,93,,,92,,,0,,,,,0,,,,,,0,,,,,16,,,2,,,0,,,,0,30,,,,,0,,,,,,,,,,,
,Cherry Limeade,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,84,,,,,0,,,,80,,,80,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,0,,,,0,20,,,,,1,,,,,,,,,,,
,Chocolate,,,510,,,,5,,,1,,,0,,,,,0,,,,,0,,,,,95,,,,130,,,,,0,,,,123,,,123,,,1,,,,,0,,,,,,0,,,,,23,,,2,,,1,,,,6,130,,,,,2,,,,,,,,,,,
,Chocolate Chocolate Chip,,,560,,,,40,,,5,,,3,,,,,0,,,,,0,,,,,95,,,,136,,,,,0,,,,128,,,127,,,2,,,,,0,,,,,,0,,,,,27,,,2,,,2,,,,10,190,,,,,5,,,,,,,,,,,
,Chocolate Peanut Butter,,,620,,,,100,,,11,,,2,,,,,0,,,,,0,,,,,170,,,,133,,,,,2,,,,125,,,122,,,4,,,,,0,,,,,,0,,,,,34,,,2,,,2,,,,10,130,,,,,2,,,,,,,,,,,
,Cotton Candy,,,440,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,111,,,,,0,,,,106,,,42,,,0,,,,,0,,,,,,0,,,,,12,,,0,,,0,,,,0,1,,,,,0,,,,,,,,,,,
,Dr Pepper,,,450,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,120,,,,,0,,,,118,,,45,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,0,,,,0,1,,,,,0,,,,,,,,,,,
,Florida Orange,,,400,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,102,,,,,0,,,,93,,,89,,,0,,,,,0,,,,,,0,,,,,18,,,2,,,0,,,,0,77,,,,,2,,,,,,,,,,,
,Georgia Peach,,,300,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,78,,,,,0,,,,75,,,74,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,0,,,,0,0,,,,,0,,,,,,,,,,,
,Green Apple,,,420,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,107,,,,,0,,,,104,,,98,,,0,,,,,0,,,,,,0,,,,,18,,,2,,,0,,,,0,67,,,,,2,,,,,,,,,,,
,Guava Passionfruit,,,420,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,60,,,,106,,,,,1,,,,50,,,101,,,0,,,,,0,,,,,,0,,,,,14,,,2,,,0,,,,0,74,,,,,2,,,,,,,,,,,
,Gummy Bear,,,520,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,70,,,,130,,,,,0,,,,120,,,120,,,1,,,,,0,,,,,,0,,,,,11,,,0,,,0,,,,0,24,,,,,0,,,,,,,,,,,
,Island Fusion,,,460,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,70,,,,116,,,,,0,,,,112,,,109,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,0,,,,0,60,,,,,2,,,,,,,,,,,
,Juicy Pear,,,390,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,99,,,,,0,,,,95,,,94,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,0,,,,0,2,,,,,0,,,,,,,,,,,
,Kandi Kapow!,,,440,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,111,,,,,0,,,,110,,,82,,,0,,,,,0,,,,,,0,,,,,14,,,2,,,0,,,,0,2,,,,,0,,,,,,,,,,,
,Key Lime,,,380,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,100,,,,97,,,,,0,,,,93,,,93,,,0,,,,,0,,,,,,0,,,,,14,,,2,,,0,,,,0,0,,,,,0,,,,,,,,,,,
,Lemon,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,87,,,,,0,,,,83,,,82,,,0,,,,,0,,,,,,0,,,,,17,,,2,,,0,,,,0,16,,,,,0,,,,,,,,,,,
,Mango,,,440,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,65,,,,111,,,,,0,,,,106,,,104,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,0,,,,0,32,,,,,0,,,,,,,,,,,
